LAT, LON, Pop 
48.23878846, 14.33508767, 5
48.23968643, 14.3351647, 119
48.23873566, 14.33643143, 114
48.23963362, 14.33650848, 29
48.24058439, 14.33524174, 7
48.24148235, 14.33531878, 213
48.24238031, 14.33539582, 10
48.24053158, 14.33658554, 27
48.24142954, 14.3366626, 12
48.2423275, 14.33673967, 189
48.24338385, 14.33278511, 16
48.24333107, 14.33412899, 2
48.24607774, 14.33301613, 5
48.24327827, 14.33547287, 29
48.24417624, 14.33554992, 130
48.24322546, 14.33681674, 15
48.24412342, 14.33689382, 13
48.23567169, 14.34560601, 188
48.23752052, 14.34441672, 145
48.2374676, 14.34576043, 109
48.2355658, 14.34829333, 19
48.24047876, 14.33792934, 1
48.24137672, 14.33800643, 4
48.24227467, 14.33808352, 3
48.24222183, 14.33942737, 152
48.24216897, 14.34077121, 533
48.24317263, 14.33816061, 20
48.24407059, 14.33823771, 33
48.24311979, 14.33950449, 4
48.24401775, 14.33958161, 69
48.24306693, 14.34084835, 101
48.24396488, 14.3409255, 108
48.24301405, 14.34219222, 27
48.24391201, 14.34226939, 8
48.23841847, 14.34449391, 79
48.23836555, 14.34583765, 19
48.2481328, 14.30352503, 44
48.24903079, 14.30360152, 116
48.24808038, 14.30486906, 12
48.24897836, 14.30494558, 161
48.24992877, 14.30367802, 41
48.25082676, 14.30375452, 4
48.25077433, 14.30509862, 21
48.24802794, 14.30621309, 12
48.24892592, 14.30628963, 125
48.24797548, 14.30755712, 34
48.2498239, 14.30636618, 1
48.25072188, 14.30644272, 172
48.24977144, 14.30771025, 4
48.25066942, 14.30778682, 19
48.25172474, 14.30383102, 4
48.25262272, 14.30390753, 6
48.25167231, 14.30517515, 74
48.25257029, 14.30525168, 102
48.25352071, 14.30398404, 9
48.25441869, 14.30406056, 21
48.25531667, 14.30413708, 15
48.25346827, 14.30532822, 11
48.25436626, 14.30540476, 57
48.25526424, 14.3054813, 4
48.25161987, 14.30651928, 16
48.25251785, 14.30659583, 41
48.25156741, 14.3078634, 14
48.25246539, 14.30793998, 123
48.25341583, 14.30667239, 179
48.25431381, 14.30674895, 80
48.25521179, 14.30682552, 20
48.25336336, 14.30801656, 36
48.25426134, 14.30809314, 23
48.25515932, 14.30816973, 63
48.24792301, 14.30890114, 266
48.24882099, 14.30897773, 2
48.24787052, 14.31024516, 47
48.2487685, 14.31032177, 66
48.24966648, 14.31039839, 16
48.24781801, 14.31158918, 35
48.24776549, 14.3129332, 133
48.24871599, 14.31166582, 31
48.24771295, 14.31427721, 55
48.24961397, 14.31174246, 2
48.24956145, 14.31308652, 21
48.25051195, 14.3118191, 27
48.25045942, 14.31316319, 14
48.25040688, 14.31450727, 249
48.25151493, 14.30920752, 14
48.25241291, 14.30928412, 145
48.25146243, 14.31055163, 9
48.25236041, 14.31062826, 25
48.25331089, 14.30936073, 66
48.25325839, 14.31070489, 156
48.25415637, 14.31078152, 16
48.2523079, 14.3119724, 1
48.25130486, 14.31458397, 13
48.25220283, 14.31466067, 6
48.25320588, 14.31204905, 88
48.25410385, 14.31212571, 68
48.25315335, 14.31339321, 16
48.25405132, 14.31346989, 11
48.25500183, 14.31220237, 28
48.2549493, 14.31354658, 28
48.2531008, 14.31473737, 25
48.25399878, 14.31481407, 20
48.25616222, 14.30555784, 41
48.25610977, 14.30690209, 21
48.2560573, 14.30824633, 19
48.26065211, 14.30594062, 80
48.26160253, 14.3046728, 32
48.26155009, 14.30601719, 79
48.25970168, 14.3072084, 5
48.26059966, 14.30728498, 2
48.26054719, 14.30862934, 82
48.26144516, 14.30870596, 84
48.2558998, 14.31227903, 18
48.25584727, 14.31362326, 306
48.25679778, 14.3123557, 22
48.25579472, 14.31496749, 55
48.2566927, 14.31504421, 7
48.25764322, 14.31377665, 30
48.25854119, 14.31385335, 6
48.25759067, 14.31512092, 36
48.25848864, 14.31519765, 17
48.2604947, 14.3099737, 4
48.25938661, 14.31527437, 90
48.2476604, 14.31562122, 16
48.24855837, 14.31569793, 180
48.2485058, 14.31704196, 7
48.24945635, 14.31577464, 18
48.25035432, 14.31585136, 145
48.24940377, 14.3171187, 10
48.25030175, 14.31719544, 67
48.24845321, 14.31838599, 187
48.24750264, 14.31965324, 61
48.24840061, 14.31973002, 56
48.24935119, 14.31846275, 260
48.25024916, 14.31853951, 8
48.24929858, 14.3198068, 20
48.25019655, 14.31988359, 40
48.2512523, 14.31592807, 1
48.25215027, 14.3160048, 9
48.25119972, 14.31727218, 78
48.25209769, 14.31734892, 1
48.25304824, 14.31608152, 17
48.25394622, 14.31615825, 50
48.25299567, 14.31742567, 80
48.25389364, 14.31750242, 26
48.25479161, 14.31757918, 108
48.25114713, 14.31861628, 21
48.2520451, 14.31869305, 31
48.25109452, 14.31996038, 104
48.25294307, 14.31876982, 26
48.25384104, 14.3188466, 3
48.25473901, 14.31892338, 136
48.25289046, 14.32011397, 200
48.25378843, 14.32019077, 93
48.2546864, 14.32026757, 204
48.24834799, 14.32107405, 5
48.24829535, 14.32241807, 77
48.24919332, 14.3224949, 7
48.25009129, 14.32257173, 61
48.2482427, 14.32376209, 57
48.24908799, 14.32518298, 7
48.25283784, 14.32145811, 111
48.2537358, 14.32153493, 253
48.25463377, 14.32161176, 88
48.25368316, 14.3228791, 79
48.25458113, 14.32295595, 19
48.25452847, 14.32430014, 70
48.25447579, 14.32564432, 208
48.25574216, 14.31631172, 183
48.25664013, 14.31638846, 127
48.25658755, 14.3177327, 84
48.2575381, 14.3164652, 32
48.25843607, 14.31654194, 157
48.25748552, 14.31780947, 11
48.25838349, 14.31788624, 116
48.25563698, 14.31900016, 27
48.25653495, 14.31907695, 28
48.25558437, 14.32034438, 126
48.25648234, 14.32042119, 8
48.25743292, 14.31915374, 35
48.25833089, 14.31923053, 15
48.25738031, 14.320498, 51
48.25827827, 14.32057482, 34
48.25933404, 14.31661869, 5
48.26023201, 14.31669545, 64
48.25928146, 14.31796301, 69
48.26017943, 14.31803979, 56
48.26112998, 14.3167722, 16
48.26202795, 14.31684896, 121
48.2610774, 14.31811657, 6
48.26197536, 14.31819335, 70
48.25922886, 14.31930733, 83
48.26012682, 14.31938413, 121
48.25917624, 14.32065164, 52
48.26007421, 14.32072846, 47
48.26102479, 14.31946093, 34
48.26192276, 14.31953774, 31
48.25553174, 14.32168859, 207
48.25642971, 14.32176543, 2
48.25547909, 14.3230328, 1
48.25637706, 14.32310966, 14
48.25732767, 14.32184226, 50
48.25727502, 14.32318652, 94
48.25817299, 14.32326339, 7
48.25542643, 14.32437701, 1
48.2563244, 14.3244539, 111
48.25537375, 14.32572122, 83
48.25627172, 14.32579813, 117
48.25722236, 14.32453078, 86
48.25812032, 14.32460767, 99
48.26339849, 14.3048259, 6
48.26429647, 14.30490245, 24
48.26519444, 14.304979, 77
48.26334605, 14.30617033, 11
48.26424402, 14.30624691, 18
48.26693795, 14.30647666, 91
48.26878635, 14.30528526, 74
48.26783592, 14.30655325, 16
48.2687339, 14.30662984, 133
48.26968432, 14.30536184, 210
48.2705823, 14.30543841, 126
48.26963187, 14.30670644, 52
48.26868143, 14.30797442, 95
48.26862895, 14.30931899, 212
48.26957941, 14.30805104, 154
48.27047738, 14.30812766, 29
48.26952692, 14.30939563, 3
48.2704249, 14.30947228, 40
48.26303105, 14.31423689, 21
48.26392902, 14.31431361, 128
48.26482699, 14.31439033, 190
48.26297849, 14.31558131, 23
48.26387646, 14.31565805, 6
48.26477443, 14.3157348, 83
48.26572496, 14.31446706, 10
48.26667547, 14.31319927, 62
48.26662293, 14.31454379, 114
48.2656724, 14.31581155, 4
48.26657037, 14.3158883, 86
48.26947443, 14.31074023, 44
48.2703724, 14.3108169, 97
48.26942191, 14.31208482, 304
48.27031988, 14.31216152, 32
48.26757344, 14.31327598, 93
48.2675209, 14.31462052, 16
48.26847141, 14.31335269, 11
48.26841886, 14.31469726, 2
48.26746833, 14.31596506, 112
48.2683663, 14.31604182, 10
48.26936938, 14.31342941, 6
48.26931683, 14.314774, 15
48.27026735, 14.31350613, 27
48.2702148, 14.31485074, 2
48.26926427, 14.31611858, 11
48.27148027, 14.30551499, 34
48.27237825, 14.30559158, 30
48.27142782, 14.30685964, 62
48.27232579, 14.30693625, 34
48.27327622, 14.30566816, 118
48.27417419, 14.30574476, 44
48.27322376, 14.30701286, 204
48.27412174, 14.30708948, 58
48.27137535, 14.30820429, 22
48.27227332, 14.30828092, 71
48.27132287, 14.30954893, 37
48.27222084, 14.30962559, 22
48.27317129, 14.30835756, 137
48.27406927, 14.30843419, 3
48.27311881, 14.30970225, 80
48.27401678, 14.30977891, 23
48.27686811, 14.30597455, 76
48.27501971, 14.30716609, 252
48.27591768, 14.30724272, 189
48.27776608, 14.30605115, 16
48.27866405, 14.30612776, 22
48.27771362, 14.30739597, 51
48.27496724, 14.30851084, 40
48.27491475, 14.30985558, 50
48.27855911, 14.30881744, 4
48.27127037, 14.31089358, 10
48.27216834, 14.31097026, 15
48.27121785, 14.31223822, 120
48.27211582, 14.31231492, 28
48.2730663, 14.31104694, 17
48.27301379, 14.31239162, 1
48.27116532, 14.31358285, 13
48.27111277, 14.31492749, 74
48.27206328, 14.31365958, 304
48.27201073, 14.31500424, 94
48.27296125, 14.31373631, 27
48.2729087, 14.31508099, 44
48.27385922, 14.31381304, 20
48.27380666, 14.31515775, 20
48.27486224, 14.31120031, 2
48.27576021, 14.31127701, 61
48.27480972, 14.31254505, 14
48.27570769, 14.31262176, 36
48.27660565, 14.31269848, 23
48.27845411, 14.3115071, 7
48.27840158, 14.31285193, 48
48.27475718, 14.31388978, 3
48.27565515, 14.31396652, 70
48.27470463, 14.31523451, 10
48.27560259, 14.31531127, 72
48.27655311, 14.31404326, 21
48.27834904, 14.31419676, 150
48.26292592, 14.31692572, 15
48.26382389, 14.31700249, 9
48.26472186, 14.31707926, 17
48.26287333, 14.31827014, 22
48.2637713, 14.31834693, 22
48.26466926, 14.31842372, 23
48.26561982, 14.31715603, 33
48.26651779, 14.31723281, 15
48.26461666, 14.31976818, 1
48.26366607, 14.32103579, 32
48.26741576, 14.31730959, 13
48.26831372, 14.31738638, 164
48.26451139, 14.32245709, 149
48.26630732, 14.32261083, 27
48.273491, 14.32322593, 50
48.24723937, 14.32637322, 105
48.24718667, 14.32771721, 22
48.24813734, 14.32645012, 189
48.24808464, 14.32779413, 105
48.24713395, 14.3290612, 162
48.2489826, 14.32787106, 72
48.24892988, 14.32921509, 59
48.24887714, 14.33055912, 38
48.24977511, 14.3306361, 156
48.24972235, 14.33198015, 35
48.24692292, 14.33443711, 3
48.24782088, 14.33451415, 1
48.24771526, 14.33720215, 24
48.25220504, 14.33758764, 215
48.24856038, 14.33862325, 151
48.24850753, 14.33996727, 123
48.24940548, 14.34004441, 18
48.24755671, 14.34123411, 189
48.24750382, 14.3425781, 132
48.24845466, 14.34131128, 68
48.24935262, 14.34138844, 16
48.24840178, 14.34265528, 95
48.24929973, 14.34273247, 4
48.24924683, 14.3440765, 15
48.25120139, 14.3401987, 6
48.25394811, 14.33908601, 5
48.2529973, 14.34035301, 79
48.25389525, 14.34043017, 98
48.25109563, 14.34288686, 82
48.25104273, 14.34423094, 6
48.25204647, 14.34161996, 12
48.25294443, 14.34169714, 9
48.25384238, 14.34177432, 3
48.25289154, 14.34304127, 70
48.25194068, 14.34430816, 16
48.25283863, 14.34438539, 11
48.25378949, 14.34311847, 40
48.25373658, 14.34446262, 13
48.25093688, 14.34691908, 4
48.25188776, 14.34565226, 66
48.25278571, 14.34572951, 215
48.25183482, 14.34699636, 2
48.25273277, 14.34707363, 7
48.25363072, 14.34715091, 7
48.25088392, 14.34826315, 226
48.25178187, 14.34834045, 96
48.25267982, 14.34841775, 80
48.25357776, 14.34849505, 158
48.2517289, 14.34968454, 10
48.25262685, 14.34976186, 52
48.25352479, 14.34983919, 5
48.25479321, 14.34050733, 122
48.25474033, 14.34185151, 5
48.25468744, 14.34319568, 74
48.25463453, 14.34453986, 8
48.25558539, 14.3432729, 31
48.25553248, 14.34461709, 40
48.25648334, 14.34335012, 101
48.25643043, 14.34469433, 59
48.25547955, 14.34596129, 167
48.25452867, 14.34722819, 91
48.25542661, 14.34730548, 64
48.2563775, 14.34603855, 199
48.25727545, 14.34611582, 15
48.25632456, 14.34738276, 1
48.25447571, 14.34857235, 106
48.25537365, 14.34864966, 14
48.26467065, 14.34135636, 100
48.28556629, 14.26758188, 111
48.28651626, 14.26631274, 130
48.28741426, 14.26638866, 20
48.28646429, 14.26765782, 19
48.28736228, 14.26773377, 28
48.28831226, 14.26646459, 2
48.28826028, 14.26780972, 96
48.28551429, 14.26892694, 29
48.28456429, 14.27019601, 105
48.28546229, 14.27027199, 172
48.28641229, 14.2690029, 32
48.28731029, 14.26907887, 164
48.28820829, 14.26915485, 151
48.28636028, 14.27034798, 33
48.28725828, 14.27042397, 1
48.28815627, 14.27049997, 35
48.29380417, 14.26422966, 149
48.2956521, 14.26303614, 14
48.29560016, 14.26438147, 2
48.28926222, 14.26519536, 2
48.28915828, 14.26788567, 1
48.29010826, 14.26661645, 5
48.29005628, 14.26796163, 23
48.29095427, 14.26803759, 197
48.29190425, 14.26676832, 62
48.29185227, 14.26811355, 42
48.28910628, 14.26923082, 79
48.29000428, 14.2693068, 112
48.28905427, 14.27057597, 163
48.28995226, 14.27065197, 2
48.29090227, 14.26938279, 71
48.29180027, 14.26945877, 20
48.29085026, 14.27072798, 7
48.29174825, 14.27080399, 100
48.29285422, 14.26549901, 98
48.29370025, 14.26692021, 14
48.29269826, 14.26953476, 1
48.29264625, 14.27088001, 6
48.2834581, 14.27550002, 146
48.28451226, 14.27154103, 20
48.28541026, 14.27161704, 11
48.28446022, 14.27288606, 188
48.28535822, 14.27296209, 23
48.28630826, 14.27169306, 12
48.28720625, 14.27176907, 177
48.28810425, 14.27184509, 3
48.28625621, 14.27303813, 38
48.28715421, 14.27311417, 28
48.2880522, 14.27319021, 164
48.28440817, 14.27423108, 135
48.28530616, 14.27430714, 24
48.28525409, 14.27565218, 26
48.28620416, 14.2743832, 11
48.28710215, 14.27445926, 2
48.28800014, 14.27453533, 6
48.28615208, 14.27572827, 62
48.28705007, 14.27580435, 2
48.28794806, 14.27588045, 20
48.28155792, 14.27803776, 6
48.28250802, 14.27676892, 26
48.28340601, 14.27684501, 13
48.28245592, 14.27811388, 282
48.28150581, 14.27938271, 71
48.28145367, 14.28072764, 16
48.28330179, 14.27953499, 64
48.28235166, 14.28080381, 6
48.285202, 14.27699722, 10
48.28514989, 14.27834226, 21
48.28609999, 14.27707333, 4
48.28699798, 14.27714944, 157
48.28789597, 14.27722556, 12
48.28604788, 14.27841839, 57
48.28694587, 14.27849453, 71
48.28784386, 14.27857067, 32
48.28419978, 14.27961114, 102
48.28509777, 14.2796873, 66
48.28414764, 14.28095615, 8
48.28599576, 14.27976345, 41
48.28689374, 14.27983961, 80
48.28779173, 14.27991578, 7
48.28594362, 14.28110851, 158
48.2868416, 14.28118469, 4
48.28773959, 14.28126088, 5
48.28900224, 14.27192112, 162
48.28990023, 14.27199714, 47
48.2889502, 14.27326626, 157
48.28984819, 14.27334231, 1
48.29079823, 14.27207318, 27
48.29169622, 14.27214921, 10
48.29074618, 14.27341837, 13
48.29164417, 14.27349442, 31
48.28889813, 14.2746114, 49
48.28979612, 14.27468748, 228
48.28884605, 14.27595654, 144
48.28974405, 14.27603264, 58
48.29069412, 14.27476356, 227
48.29064204, 14.27610874, 37
48.29154003, 14.27618485, 16
48.29259421, 14.27222525, 63
48.29349221, 14.27230129, 6
48.29254216, 14.27357049, 244
48.29344015, 14.27364655, 20
48.2943902, 14.27237733, 31
48.29433815, 14.27372262, 129
48.29523614, 14.27379869, 14
48.29518407, 14.275144, 21
48.29513198, 14.2764893, 11
48.28879396, 14.27730168, 20
48.28969195, 14.2773778, 76
48.28874185, 14.27864681, 231
48.28963984, 14.27872296, 4
48.29058994, 14.27745393, 40
48.29053783, 14.27879911, 12
48.29143581, 14.27887526, 10
48.28868972, 14.27999194, 164
48.28958771, 14.28006811, 9
48.28863758, 14.28133707, 86
48.28953556, 14.28141326, 8
48.2904857, 14.28014429, 175
48.29138368, 14.28022046, 90
48.29043355, 14.28148946, 246
48.29133154, 14.28156566, 51
48.2923338, 14.27895142, 15
48.29323179, 14.27902758, 21
48.29418189, 14.27775846, 15
48.29507988, 14.27783461, 8
48.29412977, 14.27910374, 177
48.29228167, 14.28029664, 179
48.29317965, 14.28037283, 69
48.29222952, 14.28164187, 1
48.2931275, 14.28171807, 1
48.29407764, 14.28044901, 198
48.30019402, 14.26207015, 140
48.29649816, 14.26445737, 41
48.29739616, 14.26453329, 18
48.29924409, 14.2633397, 6
48.30014209, 14.26341559, 6
48.30009015, 14.26476104, 4
48.30204193, 14.2608764, 15
48.30109202, 14.26214602, 45
48.30199001, 14.2622219, 142
48.30293992, 14.26095227, 102
48.30383792, 14.26102813, 10
48.30288801, 14.26229779, 231
48.30104009, 14.2634915, 110
48.30193808, 14.2635674, 26
48.30098814, 14.26483697, 12
48.29644621, 14.26580272, 32
48.2973442, 14.26587866, 84
48.2982422, 14.2659546, 20
48.29724024, 14.2685694, 20
48.29813823, 14.26864538, 5
48.29914019, 14.26603054, 1
48.30003819, 14.26610649, 98
48.29908822, 14.26737596, 66
48.29903622, 14.26872137, 58
48.29998621, 14.26745193, 45
48.29993422, 14.26879737, 2
48.29713621, 14.27126013, 269
48.29898422, 14.27006679, 13
48.29988221, 14.2701428, 54
48.29983018, 14.27148824, 41
48.30093618, 14.26618244, 55
48.3008842, 14.2675279, 17
48.30083221, 14.26887336, 2
48.3017302, 14.26894937, 61
48.30262819, 14.26902537, 4
48.3007802, 14.27021883, 52
48.30167819, 14.27029485, 41
48.30072817, 14.27156428, 4
48.30162616, 14.27164033, 3
48.30257618, 14.27037088, 92
48.30347417, 14.27044691, 106
48.30252415, 14.27171638, 13
48.30342214, 14.27179244, 106
48.31102188, 14.26163517, 67
48.31191987, 14.26171106, 49
48.31096996, 14.26298091, 15
48.31186795, 14.26305683, 123
48.30996807, 14.26559641, 247
48.31091802, 14.26432664, 21
48.31086606, 14.26567237, 23
48.31176405, 14.26574834, 89
48.30542614, 14.26656223, 5
48.30701409, 14.27209669, 38
48.30901811, 14.26686613, 3
48.3099161, 14.26694212, 107
48.30806813, 14.26813581, 31
48.30896612, 14.26821181, 29
48.30891412, 14.26955749, 10
48.30986411, 14.26828782, 5
48.3098121, 14.26963352, 179
48.31081409, 14.26701811, 6
48.31171208, 14.2670941, 12
48.3107621, 14.26836383, 19
48.31071009, 14.26970956, 135
48.31166009, 14.26843985, 83
48.31160808, 14.2697856, 11
48.3088621, 14.27090317, 171
48.30976008, 14.27097922, 82
48.30791207, 14.27217276, 73
48.30881006, 14.27224884, 8
48.30970805, 14.27232492, 35
48.31065807, 14.27105528, 15
48.31155606, 14.27113134, 131
48.31060603, 14.272401, 4
48.31150402, 14.27247709, 1
48.29613413, 14.27387477, 127
48.29703211, 14.27395084, 11
48.29977814, 14.27283367, 4
48.29972608, 14.2741791, 71
48.29608206, 14.2752201, 195
48.29698004, 14.2752962, 53
48.29787803, 14.27537231, 9
48.29602997, 14.27656543, 39
48.29782594, 14.27671768, 23
48.29877602, 14.27544841, 3
48.29872393, 14.27679382, 22
48.30067613, 14.27290974, 161
48.30157412, 14.27298581, 27
48.30062407, 14.27425519, 11
48.30152206, 14.27433129, 1
48.3024721, 14.27306189, 26
48.30337009, 14.27313797, 6
48.30242004, 14.27440739, 6
48.30331803, 14.27448349, 136
48.30057199, 14.27560064, 186
48.30146998, 14.27567676, 53
48.3005199, 14.27694609, 42
48.30141789, 14.27702224, 2
48.30236796, 14.27575289, 46
48.30326595, 14.27582901, 75
48.30231587, 14.27709838, 29
48.30321385, 14.27717453, 238
48.29597786, 14.27791075, 2
48.29687585, 14.2779869, 30
48.29777384, 14.27806306, 38
48.29592574, 14.27925608, 1
48.29682373, 14.27933225, 23
48.29772171, 14.27940843, 123
48.29867182, 14.27813921, 44
48.29956981, 14.27821537, 24
48.2986197, 14.27948461, 3
48.29951768, 14.27956079, 1
48.29587361, 14.2806014, 26
48.29677159, 14.2806776, 333
48.29766958, 14.2807538, 79
48.29582146, 14.28194672, 32
48.29671944, 14.28202294, 10
48.29856756, 14.28083, 244
48.2985154, 14.28217539, 89
48.29941339, 14.28225162, 44
48.30046779, 14.27829154, 21
48.30136578, 14.2783677, 41
48.30131365, 14.27971317, 21
48.30226376, 14.27844388, 97
48.30316174, 14.27852005, 75
48.30221163, 14.27978937, 4
48.30310961, 14.27986556, 43
48.30126151, 14.28105864, 31
48.30031137, 14.28232786, 19
48.30120935, 14.2824041, 105
48.30215949, 14.28113485, 40
48.30305747, 14.28121108, 7
48.30210733, 14.28248034, 51
48.30300531, 14.28255659, 13
48.30426808, 14.27321405, 165
48.30606405, 14.27336622, 9
48.30696204, 14.27344232, 68
48.30690997, 14.27478794, 29
48.30416393, 14.27590514, 100
48.30411184, 14.27725069, 167
48.30500982, 14.27732684, 7
48.30685789, 14.27613355, 13
48.30680579, 14.27747917, 1
48.30786002, 14.27351841, 21
48.30875801, 14.27359451, 80
48.30965599, 14.27367061, 7
48.30780795, 14.27486405, 80
48.30870594, 14.27494018, 161
48.30960392, 14.2750163, 48
48.31055398, 14.27374672, 103
48.31145196, 14.27382283, 4
48.3105019, 14.27509243, 175
48.31139989, 14.27516857, 149
48.30775587, 14.2762097, 166
48.30865385, 14.27628584, 7
48.30955183, 14.27636199, 7
48.30770377, 14.27755533, 21
48.30860175, 14.27763151, 20
48.30949973, 14.27770768, 260
48.31044982, 14.27643815, 13
48.3113478, 14.2765143, 1
48.31039771, 14.27778386, 2
48.31129569, 14.27786004, 13
48.30405972, 14.27859623, 259
48.30495771, 14.27867241, 6
48.3040076, 14.27994177, 21
48.30490558, 14.28001797, 30
48.30395545, 14.2812873, 168
48.30390329, 14.28263283, 11
48.30480127, 14.28270909, 53
48.30569925, 14.28278534, 82
48.30659722, 14.2828616, 4
48.30765165, 14.27890097, 3
48.30854963, 14.27897717, 1
48.30944761, 14.27905336, 12
48.3084975, 14.28032282, 139
48.30939548, 14.28039905, 26
48.31034559, 14.27912957, 10
48.31124357, 14.27920577, 22
48.31029346, 14.28047527, 62
48.31119143, 14.2805515, 61
48.30844535, 14.28166848, 8
48.30934332, 14.28174472, 98
48.3102413, 14.28182097, 28
48.31113928, 14.28189723, 43
48.31018913, 14.28316667, 108
48.31108711, 14.28324295, 21
48.28050353, 14.28199639, 263
48.28045136, 14.2833413, 19
48.28140152, 14.28207258, 2
48.28134935, 14.28341751, 12
48.28039918, 14.28468621, 172
48.28129717, 14.28476244, 21
48.28229951, 14.28214877, 2
48.28224734, 14.28349373, 97
48.2831975, 14.28222496, 4
48.28314533, 14.28356994, 30
48.28034698, 14.28603111, 42
48.28029476, 14.28737601, 55
48.28209073, 14.28752858, 7
48.28298872, 14.28760487, 35
48.28409548, 14.28230116, 68
48.28404331, 14.28364616, 48
48.28499347, 14.28237736, 128
48.2849413, 14.28372239, 19
48.28488911, 14.28506741, 13
48.28589146, 14.28245356, 7
48.28678944, 14.28252977, 254
48.28583928, 14.28379862, 117
48.28673727, 14.28387485, 10
48.28768743, 14.28260598, 87
48.28763526, 14.28395108, 116
48.2857871, 14.28514367, 69
48.28668508, 14.28521992, 27
48.28758306, 14.28529618, 21
48.28573489, 14.28648871, 104
48.28663287, 14.28656499, 145
48.28753086, 14.28664127, 2
48.28658065, 14.28791006, 93
48.28024253, 14.28872091, 25
48.28114051, 14.28879722, 3
48.28108826, 14.29014214, 25
48.2820385, 14.28887353, 17
48.28293648, 14.28894984, 2
48.28198625, 14.29021847, 32
48.28288423, 14.29029481, 6
48.281036, 14.29148706, 42
48.28098372, 14.29283197, 93
48.28193398, 14.29156341, 9
48.28283196, 14.29163977, 46
48.2818817, 14.29290835, 14
48.28277968, 14.29298474, 46
48.28378221, 14.29037115, 30
48.28372994, 14.29171614, 15
48.28462792, 14.29179251, 54
48.28367766, 14.29306112, 82
48.28457563, 14.29313752, 55
48.28547361, 14.29321391, 2
48.28858542, 14.2826822, 255
48.28853324, 14.28402732, 78
48.2894834, 14.28275841, 24
48.28943122, 14.28410356, 63
48.28848105, 14.28537244, 104
48.28937903, 14.28544871, 2
48.29038139, 14.28283464, 5
48.29032921, 14.28417981, 30
48.29127937, 14.28291086, 149
48.29122719, 14.28425605, 226
48.28842884, 14.28671756, 146
48.29112278, 14.28694644, 268
48.29107055, 14.28829162, 52
48.29217736, 14.28298709, 2
48.29212517, 14.28433231, 176
48.29307534, 14.28306332, 171
48.29302316, 14.28440856, 15
48.29207298, 14.28567752, 30
48.29297096, 14.2857538, 148
48.29392114, 14.28448482, 35
48.29481912, 14.28456108, 18
48.29386894, 14.28583008, 2
48.29476692, 14.28590637, 128
48.29202076, 14.28702274, 31
48.29291874, 14.28709904, 10
48.29196853, 14.28836795, 21
48.29286651, 14.28844427, 16
48.29381672, 14.28717535, 61
48.2947147, 14.28725166, 35
48.29376449, 14.2885206, 250
48.29466247, 14.28859694, 109
48.29191629, 14.28971316, 11
48.29281427, 14.28978951, 15
48.292762, 14.29113474, 74
48.29371224, 14.28986586, 53
48.29461022, 14.28994222, 2
48.29365998, 14.29121111, 98
48.29175945, 14.29374877, 48
48.2935554, 14.29390161, 25
48.2818294, 14.29425329, 7
48.28272737, 14.2943297, 6
48.28267506, 14.29567466, 24
48.28072206, 14.29955651, 25
48.28262272, 14.29701961, 16
48.28257037, 14.29836456, 51
48.28251801, 14.29970951, 8
48.28362535, 14.29440611, 121
48.28452333, 14.29448252, 10
48.28357303, 14.29575109, 9
48.28447101, 14.29582753, 57
48.28542131, 14.29455894, 189
48.28631929, 14.29463536, 71
48.28721726, 14.29471179, 1
48.28536899, 14.29590397, 12
48.28626696, 14.29598042, 41
48.28716494, 14.29605686, 238
48.2835207, 14.29709607, 23
48.28441868, 14.29717253, 118
48.28346835, 14.29844105, 218
48.28436632, 14.29851753, 8
48.28531665, 14.297249, 18
48.28621463, 14.29732547, 95
48.2871126, 14.29740194, 19
48.2852643, 14.29859402, 1
48.28616227, 14.29867051, 16
48.28521193, 14.29993904, 163
48.2861099, 14.30001556, 83
48.28706024, 14.29874701, 26
48.28700787, 14.30009208, 2
48.2797717, 14.30082489, 231
48.27971931, 14.30216977, 25
48.28061728, 14.30224631, 7
48.28156765, 14.30097794, 86
48.28246562, 14.30105446, 96
48.28151525, 14.30232286, 16
48.28241322, 14.30239941, 86
48.27966689, 14.30351464, 5
48.28056487, 14.3035912, 2
48.27961447, 14.30485951, 23
48.28146284, 14.30366778, 41
48.2833636, 14.30113099, 13
48.28426157, 14.30120753, 35
48.2833112, 14.30247596, 20
48.28420917, 14.30255252, 229
48.28515954, 14.30128406, 4
48.28605751, 14.3013606, 43
48.28695548, 14.30143715, 15
48.28510714, 14.30262908, 43
48.28600511, 14.30270564, 18
48.28690308, 14.30278221, 13
48.28415675, 14.30389751, 71
48.28320635, 14.30516589, 3
48.28410432, 14.3052425, 5
48.28505472, 14.30397409, 99
48.28595269, 14.30405068, 3
48.28685066, 14.30412727, 156
48.28590025, 14.30539572, 5
48.28679822, 14.30547233, 1
48.28806291, 14.29613332, 61
48.28896089, 14.29620977, 18
48.28801057, 14.29747842, 23
48.28890855, 14.29755489, 120
48.28795822, 14.29882351, 2
48.28790584, 14.3001686, 29
48.28885619, 14.29890001, 122
48.28880382, 14.30024513, 71
48.28980652, 14.29763138, 25
48.29070449, 14.29770786, 27
48.28975416, 14.29897652, 34
48.28970179, 14.30032166, 36
48.29065213, 14.29905303, 157
48.29170714, 14.29509396, 202
48.29260511, 14.29517041, 97
48.29165481, 14.29643916, 33
48.29255278, 14.29651563, 11
